,Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1686,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1687,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1688,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1689,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1690,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1691,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1692,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1693,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1694,Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.0,190.0,5.0
1695,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1696,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1697,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1698,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1699,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1700,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1701,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1702,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1703,Hyundai Grand i10 1.2 CRDi Sportz,2017,600000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1704,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1705,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.0,190.0,5.0
1706,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,530000,80000,Diesel,Individual,Manual,Second Owner,24.0,1186.0,73.0,190.0,5.0
1707,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1708,Hyundai Grand i10 1.2 Kappa Asta,2017,600000,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1709,Hyundai Grand i10 1.2 Kappa Era,2017,430000,52000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,113.0,5.0
1710,Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
1711,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1712,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,470000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1713,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1714,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,450000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1715,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
1716,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.0,113.0,5.0
1717,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,570000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1718,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,455000,34152,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1719,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1720,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1721,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1722,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,113.0,5.0
1723,Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1724,Hyundai Grand i10 Asta Option,2017,550000,25000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1725,Hyundai Grand i10 Magna,2017,445000,25000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1726,Hyundai Grand i10 Magna,2017,470000,50000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1727,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1728,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1729,Hyundai Grand i10 Sportz,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1730,Hyundai Grand i10 Sportz,2017,509999,25000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1731,Hyundai Grand i10 Sportz,2017,459999,70000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1732,Hyundai Grand i10 Sportz,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1733,Hyundai Grand i10 Sportz,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,114.0,5.0
1734,Hyundai i10 Magna 1.1L,2017,385000,42000,Petrol,Individual,Manual,Second Owner,19.0,1086.0,68.0,99.0,5.0
1735,Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1736,Hyundai i20 1.2 Asta,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1737,Hyundai i20 1.2 Asta,2017,620000,25000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1738,Hyundai i20 1.2 Asta,2017,650000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1739,Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1740,Hyundai i20 1.2 Asta Option,2017,650000,40000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1741,Hyundai i20 1.2 Asta Option,2017,700000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1742,Hyundai i20 1.2 Asta Option,2017,700000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1743,Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1744,Hyundai i20 1.2 Asta Option,2017,630000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1745,Hyundai i20 1.2 Asta Option,2017,630000,25000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.0,114.0,5.0
1746,Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1747,Hyundai i20 1.2 Magna Executive,2017,570000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1748,Hyundai i20 1.2 Magna Executive,2017,570000,15000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.0,114.0,5.0
1749,Hyundai i20 1.2 Magna Executive,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1750,Hyundai i20 1.2 Magna Executive,2017,450000,70000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1751,Hyundai i20 1.2 Spotz,2017,550000,50000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1752,Hyundai i20 1.2 Spotz,2017,645000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1753,Hyundai i20 1.2 Spotz,2017,650000,20000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1754,Hyundai i20 1.2 Spotz,2017,640000,22512,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1755,Hyundai i20 1.2 Spotz,2017,563000,30000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.0,114.0,5.0
1756,Hyundai i20 1.4 Asta,2017,750000,43000,Diesel,Dealer,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1757,Hyundai i20 1.4 Asta Dual Tone,2017,750000,27000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1758,Hyundai i20 1.4 Asta Option,2017,725000,110000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1759,Hyundai i20 1.4 Asta Option,2017,850000,63186,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1760,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1761,Hyundai i20 1.4 Asta Option,2017,700000,70000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1762,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1763,Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1764,Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First Owner,21.0,1396.0,90.0,22.0,5.0
1765,Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.0,1396.0,88.0,219.0,5.0
1766,Hyundai i20 1.4 Sportz,2017,670000,80000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1767,Hyundai i20 1.4 Sportz,2017,700000,40000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1768,Hyundai i20 1.4 Sportz,2017,600000,60000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1769,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1770,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,731000,40000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1771,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,650000,22200,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1772,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1773,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1774,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner,22.0,1396.0,88.0,219.0,5.0
1775,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,780000,28000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1776,Hyundai i20 2015-2017 Magna 1.2,2017,600000,30000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1777,Hyundai i20 2015-2017 Magna 1.2,2017,570000,28782,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1778,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,Diesel,Individual,Manual,Second Owner,22.0,1396.0,88.0,219.0,5.0
1779,Hyundai i20 2015-2017 Sportz 1.2,2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.0,114.0,5.0
1780,Hyundai i20 2015-2017 Sportz 1.2,2017,625000,23511,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1781,Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1782,Hyundai i20 2015-2017 Sportz 1.2,2017,666000,13000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1783,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,575000,50000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1784,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,680000,80000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1785,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.0,1396.0,88.0,219.0,5.0
1786,Hyundai i20 Active 1.2 S,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
1787,Hyundai i20 Active 1.2 S,2017,600000,19000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
1788,Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.0,1197.0,81.0,114.0,5.0
1789,Hyundai i20 Active 1.2 SX,2017,650000,80000,Petrol,Individual,Manual,Second Owner,17.0,1197.0,81.0,114.0,5.0
1790,Hyundai i20 Active 1.4 SX,2017,650000,80000,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,220.0,5.0
1791,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.0,5.0
1792,Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Individual,Manual,First Owner,21.0,1396.0,88.0,219.0,5.0
1793,Hyundai i20 Asta (o),2017,600000,35000,Petrol,Dealer,Manual,First Owner,17.0,1197.0,80.0,11.0,5.0
1794,Hyundai i20 Asta Option 1.2,2017,595000,30030,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.0,114.0,5.0
1795,Hyundai Verna 1.4 CRDi,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.0,1396.0,88.0,219.0,5.0
1796,Hyundai Verna 1.6 CRDi S,2017,850000,35000,Diesel,Individual,Manual,First Owner,23.0,1582.0,126.0,259.0,5.0
1797,Hyundai Verna 1.6 CRDi S,2017,800000,15000,Diesel,Individual,Manual,First Owner,23.0,1582.0,126.0,259.0,5.0
1798,Hyundai Verna 1.6 CRDi SX,2017,750000,40000,Diesel,Individual,Manual,First Owner,23.0,1582.0,126.0,259.0,5.0
1799,Hyundai Verna 1.6 CRDi SX,2017,800000,45500,Diesel,Individual,Manual,Second Owner,23.0,1582.0,126.0,259.0,5.0
1800,Hyundai Verna 1.6 SX CRDi (O),2017,1050000,70000,Diesel,Dealer,Manual,First Owner,22.0,1582.0,126.0,259.0,5.0
1801,Hyundai Verna 1.6 VTVT AT SX,2017,1000000,15000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.0,154.0,5.0
1802,Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,154.0,5.0
1803,Hyundai Verna CRDi 1.6 EX,2017,860000,40000,Diesel,Individual,Manual,Second Owner,22.0,1582.0,126.0,259.0,5.0
1804,Hyundai Verna CRDi 1.6 SX Option,2017,850000,35000,Diesel,Individual,Manual,Third Owner,22.0,1582.0,126.0,259.0,5.0
1805,Hyundai Verna VTVT 1.6 AT SX Option,2017,990000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591.0,121.0,151.0,5.0
1806,Hyundai Verna VTVT 1.6 SX,2017,866000,37800,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
1807,Hyundai Verna VTVT 1.6 SX,2017,950000,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
1808,Hyundai Verna VTVT 1.6 SX,2017,900000,20000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.0,151.0,5.0
1809,Hyundai Xcent 1.1 CRDi SX Option,2017,550000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,180.0,5.0
1810,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.0,1186.0,73.0,190.0,5.0
1811,Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.0,1186.0,73.0,190.0,5.0
1812,Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.0,190.0,5.0
1813,Hyundai Xcent 1.2 CRDi SX,2017,550000,49000,Diesel,Dealer,Manual,First Owner,25.0,1186.0,73.0,190.0,5.0
1814,Hyundai Xcent 1.2 CRDi SX Option,2017,620000,31000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.0,190.0,5.0
1815,Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Petrol,Individual,Manual,First Owner,19.0,1197.0,82.0,114.0,5.0
1816,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.0,1197.0,82.0,114.0,5.0
1817,Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.0,1197.0,82.0,114.0,5.0
1818,Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.0,1197.0,82.0,114.0,5.0
1819,Hyundai Xcent 1.2 VTVT E Plus,2017,440000,45000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
1820,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
1821,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
1822,Hyundai Xcent 1.2 VTVT S,2017,509999,90000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
1823,Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Individual,Manual,First Owner,20.0,1197.0,81.0,113.0,5.0
1824,Hyundai Xcent 1.2 VTVT S AT,2017,580000,30000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.0,113.0,5.0
1825,Isuzu D-Max V-Cross 4X4,2017,1250000,56800,Diesel,Individual,Manual,First Owner,12.0,2499.0,134.0,320.0,5.0
1826,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1827,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1828,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1829,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1830,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1831,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1832,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1833,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1834,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1835,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1836,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1837,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1838,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1839,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1840,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1841,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1842,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1843,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1844,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1845,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1846,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1847,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1848,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1849,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1850,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1851,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1852,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1853,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1854,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1855,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.0,1999.0,177.0,430.0,5.0
1856,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1857,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1858,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1859,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1860,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1861,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1862,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1863,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1864,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1865,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1866,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1867,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1868,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1869,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1870,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1871,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
1872,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.0,1999.0,177.0,430.0,5.0
